statecurrent,inmidwest,midwesterner,statebirth,ideology,partyregaff,age,race,votehistory,education,gender,zip,weight,income,householdsize
IN,0,0,KY,Liberal,Not registered to vote,18-24,White or Caucasian,Did not vote,High School or Less,Female,47150,0.6129286088813317,46976.1434243992,6
IN,1,0,KY,Conservative,Republican,50-59,White or Caucasian,Donald Trump,College Degree,Female,47150,0.9751702482196276,14898.7309448421,3
IN,1,1,KY,Conservative,Republican,50-59,Other or Multiple Races,Donald Trump,Associate's Degree/Some College,Female,47150,1.671406366384242,23729.018934536725,2
IN,1,1,IN,Conservative,Independent/Other,25-29,White or Caucasian,Did not vote,High School or Less,Female,47141,1.4177643476349155,28194.332954008132,6
IN,1,1,PR,Moderate,Republican,40-49,Hispanic or Latino,Donald Trump,Associate's Degree/Some College,Male,47130,1.4985890674513347,98778.23467366397,6
IN,1,1,KY,Conservative,Republican,50-59,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,47129,1.202018350914651,28827.160473447293,1
IN,1,1,KY,Liberal,Independent/Other,18-24,White or Caucasian,Did not vote,High School or Less,Female,47129,0.6529999499343399,97967.08557754755,4
IN,1,1,CT,Conservative,Independent/Other,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,47125,1.2207405775045914,101253.66109889,3
IN,1,1,IN,Liberal,Democrat,30-39,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,47124,0.5528448047363398,84278.95332686603,3
IN,1,1,IN,Moderate,Independent/Other,40-49,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,47122,1.0710115957856068,29593.498506583273,4
IN,1,1,KY,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,High School or Less,Female,47122,0.8390048016414929,102357.06305829808,4
IN,1,1,IN,Moderate,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,47119,1.052061916910018,16026.505837216973,3
IN,1,1,PA,Moderate,Independent/Other,18-24,White or Caucasian,Joe Biden,High School or Less,Male,47119,1.7016058361213482,46971.12082969397,6
IN,1,0,IN,Moderate,Not registered to vote,18-24,Other or Multiple Races,Did not vote,High School or Less,Male,47112,1.3204974412745334,24538.61267771572,3
IN,1,1,IN,Conservative,Independent/Other,40-49,White or Caucasian,Donald Trump,College Degree,Female,47112,0.8688874366299166,115858.19029947743,4
IN,1,1,IN,Moderate,Not registered to vote,18-24,White or Caucasian,Did not vote,Vocational/Technical School,Male,47106,1.0546450914348393,109602.553229779,6
IN,1,1,IN,Moderate,Independent/Other,25-29,Black or African American,Joe Biden,College Degree,Female,47102,2.0995304047116874,41717.39733312279,5
IN,1,1,OH,Moderate,Republican,40-49,White or Caucasian,Donald Trump,High School or Less,Female,47040,0.8541169079829901,81221.66357701644,1
IN,1,1,IN,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,47025,0.8120640039631405,102071.85928942636,6
IN,1,1,OH,Moderate,Not registered to vote,50-59,White or Caucasian,Someone else,High School or Less,Male,47025,0.28630100777586054,15665.193449240178,4
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Donald Trump,High School or Less,Female,46992,0.9735236962983468,48079.25915112719,1
IN,1,1,WI,Moderate,Independent/Other,50-59,White or Caucasian,Joe Biden,High School or Less,Male,46992,2.0534653313873004,107962.15509762987,4
IN,1,1,IL,Moderate,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Vocational/Technical School,Male,46979,1.2339628636611883,73663.85600529611,2
IN,1,1,MI,Conservative,Republican,30-39,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,46979,1.3978629653479762,100671.81078484282,6
IN,1,0,WA,Liberal,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46975,0.8199080354683639,55390.974360052496,5
IN,1,1,FL,Conservative,Independent/Other,30-39,White or Caucasian,Donald Trump,High School or Less,Female,46970,0.724634087283914,31850.559976883233,1
IN,1,1,IN,Moderate,Independent/Other,60-69,White or Caucasian,Someone else,High School or Less,Female,46970,0.2661599230211227,115238.60844317824,2
IN,0,0,IN,Moderate,Not registered to vote,40-49,White or Caucasian,Did not vote,High School or Less,Female,46970,0.7705316422673892,23283.590096980333,2
IN,1,1,IN,Liberal,Not registered to vote,40-49,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46953,0.7753878603725938,71254.189950414,2
IN,1,1,MI,Conservative,Democrat,30-39,White or Caucasian,Joe Biden,College Degree,Male,46953,0.7736613279781596,39767.44273211807,5
IN,1,1,IN,Moderate,Democrat,18-24,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,46952,0.668081710531724,54685.91870274395,6
IN,0,0,IN,Moderate,Republican,30-39,White or Caucasian,Donald Trump,College Degree,Male,46947,0.9124102675308182,78648.17715482786,2
IN,0,1,IN,Moderate,Democrat,18-24,Hispanic or Latino,Donald Trump,High School or Less,Male,46947,0.49848696181207947,85061.43146660179,5
IN,1,1,IN,Liberal,Republican,40-49,White or Caucasian,Donald Trump,High School or Less,Male,46947,1.0204918013249404,47888.44962371513,2
IN,1,1,TX,Moderate,Democrat,40-49,Asian,Someone else,Associate's Degree/Some College,Female,46947,0.2055643330496208,64731.46406002343,5
IN,1,1,IN,Moderate,Not registered to vote,50-59,White or Caucasian,Did not vote,High School or Less,Male,46940,1.0070381300033882,42821.08795829117,1
IN,1,1,IN,Moderate,Democrat,60-69,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46933,0.6352751955887868,75917.94407228008,3
IN,1,1,IN,Conservative,Republican,30-39,White or Caucasian,Donald Trump,College Degree,Male,46928,0.9124102675308182,115107.39893186837,4
IN,1,0,VA,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Male,46928,0.9796193240241619,33918.073766399175,4
IN,1,1,IN,Liberal,Not registered to vote,60-69,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46919,0.8837882131117163,45888.46730766818,1
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Someone else,High School or Less,Male,46902,0.4234251184787054,26054.55483775586,2
IN,1,1,IN,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,High School or Less,Male,46902,1.0024359819422428,94484.88689726219,1
IN,1,0,AL,Moderate,Not registered to vote,30-39,White or Caucasian,Did not vote,High School or Less,Male,46901,1.0405636084268421,106947.55731383339,3
IN,1,1,IL,Conservative,Republican,60-69,White or Caucasian,Donald Trump,High School or Less,Male,46901,1.1631580421632386,97799.59909617901,2
IN,0,0,IN,Moderate,Not registered to vote,50-59,White or Caucasian,Did not vote,High School or Less,Female,46901,0.73967050549273194,97088.79094570875,5
IN,1,1,IN,Conservative,Not registered to vote,30-39,White or Caucasian,Donald Trump,High School or Less,Male,46901,0.812657794667141,115835.34339442849,1
IN,1,1,IN,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46901,1.0808397237445502,108627.96570872888,2
IN,1,0,OH,Moderate,Republican,50-59,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,46845,1.2069530479505448,41685.277472715825,1
IN,1,1,AK,Conservative,Not registered to vote,70 or more years,White or Caucasian,Did not vote,College Degree,Male,46835,0.8146739489702564,86582.3843376711,4
IN,1,1,IL,Moderate,Not registered to vote,18-24,Hispanic or Latino,Did not vote,High School or Less,Male,46835,1.6860784434594516,66769.68638086691,3
IN,1,1,IN,Liberal,Democrat,40-49,White or Caucasian,Joe Biden,College Degree,Male,46835,0.7799743967141669,109155.61096509919,2
IN,1,1,IN,Moderate,Republican,30-39,White or Caucasian,Donald Trump,High School or Less,Female,46835,0.8472037339462544,65953.86966364458,3
IN,1,1,IN,Liberal,Democrat,18-24,White or Caucasian,Joe Biden,College Degree,Male,46825,0.6204399608227525,16085.774544626474,2
IN,1,1,IN,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Male,46825,0.9796193240241619,106750.90327160433,1
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46825,1.2541323731487934,53882.73679185659,5
IN,1,1,MI,Conservative,Republican,50-59,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46825,1.202018350914651,50883.56339139864,6
IN,1,1,IN,Moderate,Republican,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,46819,1.26927575835234,117500.52816001698,5
IN,1,1,IN,Moderate,Democrat,30-39,White or Caucasian,Joe Biden,College Degree,Male,46818,0.7736613279781596,16552.66448156908,1
IN,0,0,IN,Moderate,Republican,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46818,1.4272251245012042,27649.665637873113,6
IN,1,1,TX,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46818,1.2300149827199653,31109.572923742235,2
IN,1,1,IN,Liberal,Democrat,40-49,Black or African American,Joe Biden,College Degree,Female,46815,0.7292669553145382,84584.00905830786,3
IN,1,1,IN,Conservative,Republican,18-24,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46814,0.9960535538525521,52696.07165129855,3
IN,1,0,KY,Conservative,Independent/Other,70 or more years,White or Caucasian,Donald Trump,High School or Less,Female,46808,0.7176213398309612,104072.04531831667,6
IN,0,0,MI,Moderate,Democrat,40-49,Black or African American,Did not vote,High School or Less,Female,46806,0.5416771443777614,83968.21845322847,1
IN,1,1,MI,Moderate,Democrat,18-24,Black or African American,Joe Biden,High School or Less,Female,46806,0.7233269413465835,96901.23600885272,3
IN,1,1,MS,Moderate,Democrat,70 or more years,Black or African American,Joe Biden,Associate's Degree/Some College,Male,46806,0.907463964777696,77434.18391328305,1
IN,1,1,NE,Moderate,Republican,18-24,Asian,Donald Trump,High School or Less,Female,46806,0.9219831780625862,55108.82689850405,5
IN,1,1,IN,Moderate,Independent/Other,30-39,Hispanic or Latino,Donald Trump,College Degree,Female,46805,0.8681108863885189,101210.9130830504,5
IN,1,1,IN,Moderate,Democrat,40-49,White or Caucasian,Joe Biden,High School or Less,Female,46805,0.826690854202833,106462.56108535454,4
IN,0,1,MT,Conservative,Not registered to vote,18-24,White or Caucasian,Joe Biden,High School or Less,Female,46803,1.028927105005087,90634.02149826288,2
IN,1,1,IN,Conservative,Republican,30-39,White or Caucasian,Donald Trump,College Degree,Female,46793,1.0076348075464643,24699.70620237291,6
IN,1,1,IN,Moderate,Independent/Other,30-39,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,46787,1.0667041698116482,25656.529318075627,5
IN,1,0,IN,Liberal,Democrat,18-24,Other or Multiple Races,Joe Biden,Associate's Degree/Some College,Female,46774,0.7150256708961029,114631.92851981148,1
IN,1,1,IN,Liberal,Democrat,18-24,Other or Multiple Races,Did not vote,Associate's Degree/Some College,Female,46770,0.6237871297841056,64903.03611848503,3
IN,0,0,IN,Conservative,Not registered to vote,30-39,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46767,0.7691119148028164,108481.98140738532,1
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46765,1.2541323731487934,46621.99968472123,6
IN,1,1,IN,Conservative,Independent/Other,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46765,1.072690111169333,38681.227872148156,2
IN,1,1,IN,Moderate,Not registered to vote,50-59,White or Caucasian,Did not vote,High School or Less,Female,46750,0.73967050549273194,110826.76474237815,6
IN,1,1,IN,Moderate,Democrat,50-59,White or Caucasian,Joe Biden,High School or Less,Female,46750,0.7935804429978683,27040.770407766104,6
IN,1,0,IN,Liberal,Democrat,40-49,White or Caucasian,Joe Biden,Vocational/Technical School,Male,46750,1.282367610573583,25679.653184488416,4
IN,1,1,MI,Moderate,Independent/Other,50-59,Black or African American,Joe Biden,Associate's Degree/Some College,Male,46750,1.478275570484508,109975.8498952724,6
IN,1,1,IN,Conservative,Independent/Other,50-59,White or Caucasian,Donald Trump,College Degree,Male,46748,0.7552632339142857,10160.808828659356,1
IN,1,1,IN,Moderate,Republican,30-39,White or Caucasian,Donald Trump,High School or Less,Male,46738,1.012231998293665,112953.91199644655,1
IN,1,0,IN,Conservative,Independent/Other,50-59,White or Caucasian,Donald Trump,College Degree,Male,46738,0.7552632339142857,21617.33605666086,4
IN,1,1,IN,Moderate,Independent/Other,60-69,White or Caucasian,Did not vote,High School or Less,Male,46733,1.2738859692196687,74951.23773347586,3
IN,1,1,IN,Moderate,Republican,50-59,White or Caucasian,Donald Trump,College Degree,Male,46733,0.8830137073496609,63599.226616788656,3
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Donald Trump,High School or Less,Female,46723,0.9735236962983468,21640.673393849283,6
IN,1,1,MI,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,College Degree,Female,46710,0.9978832811497221,24279.025581199676,4
IN,1,1,IN,Moderate,Independent/Other,18-24,Hispanic or Latino,Did not vote,High School or Less,Female,46706,1.1104404538580919,65903.17958733067,3
IN,1,1,IN,Conservative,Republican,18-24,White or Caucasian,Did not vote,Associate's Degree/Some College,Male,46703,0.9962659449959699,55150.49931360409,1
IN,1,1,MI,Liberal,Not registered to vote,60-69,White or Caucasian,Did not vote,High School or Less,Male,46703,1.195713958424911,43962.11022976786,4
IN,1,1,IN,Moderate,Independent/Other,30-39,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46628,0.9215704654133333,99608.44452027231,1
IN,1,1,AR,Conservative,Republican,50-59,White or Caucasian,Did not vote,Postgraduate or Higher,Male,46619,1.09438941154969,15578.073733486235,4
IN,0,0,IN,Moderate,Independent/Other,18-24,Black or African American,Did not vote,High School or Less,Female,46619,0.7182658881200684,21150.295806583017,1
IN,1,1,IN,Liberal,Independent/Other,40-49,Hispanic or Latino,Donald Trump,College Degree,Male,46616,0.9416072762372147,12243.20195382461,4
IN,1,0,MI,Conservative,Independent/Other,30-39,White or Caucasian,Did not vote,College Degree,Female,46615,0.849391838890748,23233.977055642754,3
IN,1,1,IN,Moderate,Not registered to vote,60-69,White or Caucasian,Did not vote,High School or Less,Male,46614,1.195713958424911,67451.18490420282,6
IN,1,1,IN,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Male,46614,0.9796193240241619,19577.023847959936,1
IN,1,1,IN,Conservative,Republican,25-29,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46614,2.162587021835451,92977.47749835253,6
IN,1,0,MI,Conservative,Independent/Other,50-59,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46614,0.9034266398027745,52497.91383743286,1
IN,1,1,IN,Moderate,Republican,25-29,Black or African American,Donald Trump,High School or Less,Male,46613,1.9386166181787,73846.79129114375,6
IN,1,1,GA,Liberal,Democrat,18-24,Black or African American,Did not vote,Associate's Degree/Some College,Male,46601,0.5622804217484143,95643.39827746153,5
IN,1,1,IN,Conservative,Not registered to vote,25-29,Hispanic or Latino,Donald Trump,High School or Less,Female,46593,1.1928790823941595,71482.73504106328,6
IN,1,1,IN,Moderate,Independent/Other,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,46590,1.2771820001833996,23217.078084126115,3
IN,1,1,MI,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Female,46580,0.6512707430590502,99364.70947926864,5
OH,1,1,IN,Moderate,Not registered to vote,30-39,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46580,1.3086964237603622,47143.51022383198,4
IN,1,1,IN,Conservative,Republican,40-49,Black or African American,Donald Trump,College Degree,Male,46574,1.0117931043609505,68607.9815775156,5
IN,0,0,IN,Moderate,Not registered to vote,30-39,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46573,0.7691119148028164,16490.721562877297,6
IN,1,1,IL,Conservative,Republican,40-49,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46567,1.1003077468254499,66688.00167972222,1
IN,0,1,IN,Conservative,Independent/Other,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46567,0.701287408367414,59906.70333849266,5
IN,1,1,OH,Conservative,Republican,40-49,White or Caucasian,Donald Trump,High School or Less,Female,46567,0.8541169079829901,80755.31240087003,3
IN,1,1,IN,Moderate,Republican,40-49,White or Caucasian,Donald Trump,High School or Less,Female,46563,0.8541169079829901,62713.42239808291,3
IN,1,0,IN,Moderate,Independent/Other,40-49,White or Caucasian,Donald Trump,Vocational/Technical School,Female,46563,1.1248256469760938,11211.243732832372,2
IN,1,1,IN,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46554,0.8199080354683639,71340.95960995182,2
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46553,1.1008307739088192,38218.30242173746,4
IN,1,1,IN,Liberal,Republican,40-49,White or Caucasian,Someone else,High School or Less,Female,46550,0.2730125151199204,34370.97733374685,6
IN,1,1,IL,Conservative,Republican,50-59,Other or Multiple Races,Donald Trump,High School or Less,Female,46545,1.297433778647803,76646.65777236223,1
IN,1,1,IN,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,46544,0.5452930782119768,117231.4938227646,1
IN,1,1,IN,Moderate,Republican,30-39,White or Caucasian,Donald Trump,High School or Less,Female,46544,0.8472037339462544,60124.60654601455,4
IN,1,1,IN,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,Associate's Degree/Some College,Female,46540,0.5452930782119768,50611.4680855535,3
IN,1,1,IN,Conservative,Republican,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46536,1.4272251245012042,117586.41712134704,6
IN,1,1,IN,Conservative,Democrat,60-69,Hispanic or Latino,Joe Biden,Associate's Degree/Some College,Female,46534,1.6161129735044115,95060.96625234932,3
IN,1,1,IL,Conservative,Independent/Other,60-69,White or Caucasian,Someone else,College Degree,Female,46530,0.2878519389181034,103274.68425733969,4
IN,1,1,IN,Moderate,Independent/Other,40-49,White or Caucasian,Did not vote,High School or Less,Male,46530,1.1176384810045532,118221.2089560926,3
IN,1,1,IN,Moderate,Democrat,30-39,Hispanic or Latino,Joe Biden,College Degree,Male,46528,2.2945069585019744,102207.40757184103,3
IN,1,1,IL,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,High School or Less,Male,46526,1.0024359819422428,25327.331617008895,6
IN,1,0,RI,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,College Degree,Female,46517,0.9978832811497221,77548.86423004791,2
IN,1,1,UT,Moderate,Democrat,40-49,White or Caucasian,Joe Biden,Associate's Degree/Some College,Male,46516,0.839866323949779,116760.04575332627,5
IN,1,1,IL,Liberal,Democrat,25-29,White or Caucasian,Joe Biden,College Degree,Female,46514,1.1450508135487372,40451.8467374146,2
IN,1,1,IN,Conservative,Republican,18-24,Other or Multiple Races,Donald Trump,High School or Less,Male,46514,1.284544022968263,38958.36259936914,3
IN,1,1,NY,Conservative,Republican,60-69,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,46507,1.6062874447038968,28560.30031107366,1
IN,1,1,PA,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,46506,1.2350646155185956,87367.409092839807,2
IN,1,1,IN,Moderate,Democrat,25-29,Asian,Someone else,Vocational/Technical School,Female,46410,0.4630683691138264,55462.50036219135,3
IN,0,0,IN,Moderate,Independent/Other,18-24,Black or African American,Joe Biden,College Degree,Female,46410,0.9670106682040799,101081.51314314455,2
IN,1,1,IN,Conservative,Democrat,18-24,Black or African American,Joe Biden,High School or Less,Male,46407,1.1228086367666714,38540.83837475628,4
IN,1,1,KY,Moderate,Not registered to vote,25-29,White or Caucasian,Donald Trump,Vocational/Technical School,Female,46407,1.8234433393316098,99985.25204369798,3
IN,1,1,IN,Moderate,Democrat,40-49,Black or African American,Joe Biden,Associate's Degree/Some College,Male,46406,0.9238091536371242,28518.330573569983,1
IN,0,0,IN,Liberal,Independent/Other,18-24,Hispanic or Latino,Someone else,Associate's Degree/Some College,Female,46406,0.33454563400064097,16953.250830993056,5
IN,1,1,IN,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,High School or Less,Female,46405,0.8120640039631405,67827.59842230007,1
IN,1,1,IL,Moderate,Republican,25-29,Black or African American,Joe Biden,Associate's Degree/Some College,Female,46404,2.103095477582335,74247.49422352761,6
IN,1,1,IN,Liberal,Democrat,50-59,Black or African American,Joe Biden,College Degree,Female,46404,0.7000585412551583,49538.47655560821,5
IN,1,1,IN,Liberal,Democrat,60-69,White or Caucasian,Did not vote,High School or Less,Male,46403,0.7641968426079501,30106.328788679093,6
IN,1,0,AZ,Liberal,Democrat,50-59,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46394,0.5350329319948689,63546.122438274324,1
IN,1,1,IN,Conservative,Republican,30-39,White or Caucasian,Donald Trump,College Degree,Male,46385,0.9124102675308182,68543.1136097759,1
IN,1,0,DC,Conservative,Republican,60-69,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46383,1.4272251245012042,74586.68689010665,3
IN,1,1,IN,Liberal,Democrat,30-39,White or Caucasian,Joe Biden,High School or Less,Male,46383,1.272872132210119,80389.57511074841,4
IN,1,1,IN,Moderate,Republican,60-69,White or Caucasian,Donald Trump,High School or Less,Male,46383,1.1631580421632386,117011.95169240236,1
IN,1,1,IN,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46375,0.5474945720267187,86710.38453932852,4
IN,1,1,IN,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Male,46375,0.8890159539171283,82930.7957389392,2
IN,1,1,IN,Conservative,Independent/Other,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46375,0.701287408367414,83755.08864177391,4
IN,1,0,GA,Conservative,Republican,30-39,White or Caucasian,Donald Trump,College Degree,Female,46368,1.0076348075464643,16382.145434617996,6
IN,1,1,IL,Conservative,Democrat,30-39,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46368,0.5528448047363398,110105.27682956308,1
IN,1,1,IN,Liberal,Independent/Other,18-24,White or Caucasian,Did not vote,High School or Less,Female,46368,0.6529999499343399,85276.5174745582,4
IN,1,1,IN,Liberal,Independent/Other,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46368,0.701287408367414,98460.00504214317,5
IN,1,1,IN,Conservative,Not registered to vote,50-59,White or Caucasian,Did not vote,Associate's Degree/Some College,Male,46368,0.9652311681666379,47244.82020130381,6
IN,1,1,KY,Conservative,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46368,1.052061916910018,117439.19389555231,4
IN,1,1,IN,Moderate,Independent/Other,25-29,White or Caucasian,Someone else,Associate's Degree/Some College,Male,46366,0.5652217827232057,48589.427925180644,2
IN,1,1,IN,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Male,46360,0.9796193240241619,22538.043374661356,1
IN,1,0,VI,Conservative,Republican,60-69,White or Caucasian,Someone else,Associate's Degree/Some College,Female,46360,0.3365000436921832,74717.29453420267,6
IN,1,1,IL,Moderate,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,46356,1.184055562905171,36431.757176760584,1
IN,1,1,IN,Liberal,Not registered to vote,40-49,White or Caucasian,Did not vote,Associate's Degree/Some College,Male,46356,1.005503331080731,89866.21198942885,2
IN,1,1,IL,Liberal,Democrat,60-69,Black or African American,Joe Biden,Vocational/Technical School,Female,46350,1.1080648705764318,116755.8712279424,3
IN,1,1,IN,Conservative,Republican,40-49,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46350,1.1003077468254499,16974.80256902054,4
IN,1,1,IN,Conservative,Republican,30-39,Hispanic or Latino,Donald Trump,High School or Less,Male,46350,1.211432853864961,81554.21301256865,5
IN,1,1,IN,Moderate,Republican,60-69,White or Caucasian,Donald Trump,Postgraduate or Higher,Male,46350,1.433084372478634,74358.15767850727,2
IN,1,1,IN,Conservative,Independent/Other,40-49,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46349,1.0710115957856068,36301.399217918515,3
IN,1,1,IN,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,46342,0.7556899553296423,67558.4739074111,2
IN,1,1,IN,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,46342,0.7556899553296423,80373.80288587883,5
IN,1,1,IN,Liberal,Democrat,60-69,White or Caucasian,Joe Biden,College Degree,Female,46342,0.7556899553296423,45271.25488733873,4
IN,1,1,IN,Liberal,Democrat,60-69,Black or African American,Joe Biden,College Degree,Female,46342,0.8312195383213127,27437.594395596534,6
IN,1,1,IL,Liberal,Democrat,30-39,Black or African American,Joe Biden,Associate's Degree/Some College,Female,46323,0.6197617893531175,90047.41840530187,1
IN,1,1,IN,Liberal,Democrat,70 or more years,White or Caucasian,Joe Biden,College Degree,Male,46322,0.766174112564981,60088.72212143615,3
IN,1,1,IN,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,College Degree,Male,46321,0.9035802899021677,55322.94997014105,2
IN,1,1,IN,Moderate,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Male,46321,1.052061916910018,25553.05528221652,5
IN,1,1,IL,Moderate,Democrat,30-39,Black or African American,Joe Biden,High School or Less,Male,46320,1.4000929595739164,51172.926703002304,6
IN,1,1,IL,Moderate,Independent/Other,30-39,Hispanic or Latino,Did not vote,High School or Less,Female,46320,1.384670379762902,49934.17236255482,2
IN,1,0,IL,Moderate,Independent/Other,50-59,Black or African American,Joe Biden,High School or Less,Male,46320,2.258704767314272,74584.14078690112,1
IN,1,1,IN,Moderate,Democrat,50-59,Black or African American,Joe Biden,Associate's Degree/Some College,Female,46312,0.5997939466106142,50975.40182294324,6
IN,1,1,IN,Moderate,Independent/Other,60-69,Black or African American,Did not vote,High School or Less,Female,46312,1.029188759612502,87490.99087202922,4
IN,1,1,IN,Moderate,Democrat,25-29,Black or African American,Joe Biden,Associate's Degree/Some College,Male,46312,1.5954844620444588,82655.32608376816,5
IN,1,1,IL,Moderate,Independent/Other,60-69,White or Caucasian,Joe Biden,College Degree,Female,46311,1.2597053239443137,35707.08279963583,1
IN,1,1,IN,Conservative,Republican,50-59,White or Caucasian,Donald Trump,High School or Less,Female,46311,0.8199080354683639,13903.715154156089,2
IN,1,1,IN,Liberal,Democrat,18-24,Hispanic or Latino,Joe Biden,Associate's Degree/Some College,Female,46310,1.1278774757057788,93179.26633870229,3
IN,0,0,IN,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,High School or Less,Male,46310,1.0024359819422428,100644.21402057633,1
IN,1,1,IL,Conservative,Republican,40-49,White or Caucasian,Donald Trump,Postgraduate or Higher,Female,46307,1.409269513232208,81652.50643156469,3
IN,1,1,IL,Moderate,Independent/Other,60-69,White or Caucasian,Did not vote,Associate's Degree/Some College,Female,46307,0.9415675015852375,81446.07650348917,3
IN,1,1,IN,Moderate,Democrat,70 or more years,White or Caucasian,Joe Biden,Postgraduate or Higher,Female,46307,0.5474945720267187,79401.0572321713,3
IN,1,1,IN,Conservative,Republican,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46307,1.0808397237445502,39780.73995094746,4
IN,1,1,IN,Moderate,Republican,25-29,White or Caucasian,Did not vote,High School or Less,Male,46307,2.256736046215657,88583.95133167505,3
IN,1,1,IN,Moderate,Republican,70 or more years,White or Caucasian,Donald Trump,High School or Less,Male,46304,1.0024359819422428,117353.19045139477,6
IN,1,1,IL,Conservative,Independent/Other,70 or more years,White or Caucasian,Donald Trump,Associate's Degree/Some College,Female,46303,0.9244686671382351,25091.035168152303,1
IN,1,1,IN,Moderate,Independent/Other,70 or more years,White or Caucasian,Someone else,Associate's Degree/Some College,Male,46303,0.3214812880543271,104647.07207167521,6
